player_name,team,season,position,minutes_played,goals,assists,yellow_cards,red_cards
Borja Iglesias,Real Betis,s2223,   FW,1692.0,11.0,3.0,1.0,1.0
Borja Iglesias,Real Betis,s2324,Not Available,404.0,0.0,1.0,2.0,0.0
Borja Mayoral,Getafe,s2122,Forward,1046.0,6.0,1.0,3.0,0.0
Borja Mayoral,Getafe,s2223,   FW,2055.0,6.0,1.0,4.0,0.0
Borja Mayoral,Getafe,s2324,Not Available,2162.0,15.0,1.0,2.0,0.0
Borja Mayoral,Getafe,s2425,FW,16.0,0.0,0.0,0.0,0.0
Boubakary Soumaré,Sevilla,s2324,Not Available,2286.0,0.0,1.0,10.0,0.0
Boulaye Dia,Villarreal,s2122,Forward,1266.0,5.0,5.0,3.0,0.0
Brahim Díaz,Real Madrid,s2324,Not Available,1551.0,8.0,6.0,0.0,0.0
Brahim Díaz,Real Madrid,s2425,LW,3.0,0.0,0.0,0.0,0.0
Brais Méndez,Celta de Vigo,s2122,Midfielder,3036.0,4.0,5.0,8.0,0.0
Brais Méndez,Real Sociedad,s2223,   AM(CR) FW,1837.0,7.0,3.0,5.0,0.0
Brais Méndez,Real Sociedad,s2324,Not Available,2420.0,5.0,6.0,7.0,0.0
Brais Méndez,Real Sociedad,s2425,RM,90.0,0.0,0.0,0.0,0.0
Brian Ocampo,Cádiz,s2223,   AM(L),1129.0,1.0,1.0,2.0,0.0
Brian Ocampo,Cádiz,s2324,Not Available,237.0,1.0,0.0,2.0,0.0
Brian Oliván,Espanyol,s2223,   D(CL),1922.0,1.0,5.0,6.0,0.0
Brian Oliván,Espanyol,s2425,"LM,LB",23.0,0.0,0.0,0.0,0.0
Brian Oliván,Mallorca,s2122,Defender,2188.0,1.0,0.0,7.0,0.0
Bruno Langa,Almería,s2324,Not Available,819.0,1.0,0.0,1.0,1.0
Bruno Méndez,Granada,s2324,Not Available,1336.0,2.0,0.0,4.0,0.0
Bryan Gil,Girona,s2425,RW,80.0,0.0,0.0,0.0,0.0
Bryan Gil,Sevilla,s2223,   AM(CLR),269.0,1.0,1.0,1.0,0.0
Bryan Gil,Valencia,s2122,Forward,755.0,0.0,1.0,3.0,0.0
Bryan Zaragoza,Granada,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Bryan Zaragoza,Granada,s2324,Not Available,1640.0,6.0,2.0,5.0,0.0
Bryan Zaragoza,Osasuna,s2425,LM,31.0,0.0,0.0,0.0,0.0
Caglar Söyüncü,Atlético Madrid,s2324,Not Available,110.0,0.0,0.0,0.0,1.0
Carl Starfelt,Celta de Vigo,s2324,Not Available,2218.0,1.0,0.0,4.0,0.0
Carl Starfelt,Celta de Vigo,s2425,CB,45.0,0.0,0.0,0.0,0.0
Carles Aleñá,Getafe,s2122,Midfielder,2339.0,1.0,2.0,6.0,1.0
Carles Aleñá,Getafe,s2223,   AM(CLR),1584.0,2.0,2.0,8.0,1.0
Carles Aleñá,Getafe,s2324,Not Available,1007.0,1.0,1.0,6.0,0.0
Carles Aleñá,Getafe,s2425,"CM,RM",51.0,0.0,0.0,0.0,0.0
Carles Marco,Elche,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Carles Pérez,Celta de Vigo,s2223,   AM(CR) FW,1283.0,0.0,3.0,2.0,0.0
Carles Pérez,Celta de Vigo,s2324,Not Available,768.0,1.0,1.0,3.0,0.0
Carles Pérez,Getafe,s2425,RM,45.0,0.0,0.0,0.0,0.0
Carlo García,Villarreal,s2122,Midfielder,6.0,0.0,0.0,0.0,0.0
Carlos Akapo Martínez,Cádiz,s2122,Defender,1847.0,0.0,0.0,4.0,0.0
Carlos Bacca,Granada,s2122,Forward,508.0,0.0,1.0,3.0,0.0
Carlos Benavídez,Alavés,s2324,Not Available,1121.0,3.0,1.0,5.0,0.0
Carlos Benavídez,Alavés,s2425,DM,11.0,0.0,0.0,0.0,0.0
Carlos Benítez Royo,Levante,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Carlos Clerc,Levante,s2122,Defender,1517.0,0.0,0.0,6.0,0.0
Carlos Domínguez,Celta de Vigo,s2122,Defender,341.0,0.0,0.0,1.0,0.0
Carlos Domínguez,Celta de Vigo,s2223,   D(C),17.0,0.0,0.0,0.0,0.0
Carlos Domínguez,Celta de Vigo,s2324,Not Available,1585.0,0.0,0.0,2.0,0.0
Carlos Domínguez,Celta de Vigo,s2425,CB,90.0,0.0,0.0,0.0,0.0
Carlos Dotor,Celta de Vigo,s2324,Not Available,702.0,0.0,0.0,2.0,0.0
Carlos Fernández,Real Sociedad,s2223,   AM(C) FW,406.0,1.0,0.0,5.0,0.0
Carlos Fernández,Real Sociedad,s2324,Not Available,406.0,2.0,1.0,3.0,0.0
Carlos García,Cádiz,s2223,   Defender,24.0,0.0,1.0,0.0,0.0
Carlos Giménez,Levante,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Carlos Guirao,Real Betis,s2425,DM,56.0,0.0,0.0,0.0,0.0
Carlos Henrique Casimiro,Real Madrid,s2122,Midfielder,2575.0,1.0,3.0,11.0,0.0
Carlos Manuel Pérez Sánchez,Valencia,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Carlos Martín,Alavés,s2425,FW,30.0,0.0,0.0,0.0,0.0
Carlos Martín,Atlético Madrid,s2223,   Forward,4.0,0.0,0.0,0.0,0.0
Carlos Martín Domínguez,Atlético Madrid,s2122,Midfielder,5.0,0.0,0.0,1.0,0.0
Carlos Neva,Granada,s2122,Defender,2115.0,0.0,0.0,1.0,0.0
Carlos Neva,Granada,s2324,Not Available,3152.0,0.0,2.0,4.0,0.0
Carlos Romero,Espanyol,s2425,LB,90.0,0.0,0.0,0.0,0.0
Carlos Romero,Villarreal,s2324,Not Available,259.0,0.0,0.0,1.0,0.0
Carlos Soler,Valencia,s2122,Midfielder,2480.0,11.0,5.0,4.0,0.0
Carlos Vicente,Alavés,s2324,Not Available,1118.0,2.0,4.0,1.0,0.0
Carlos Vicente,Alavés,s2425,RB,90.0,0.0,0.0,0.0,0.0
Carlos Álvarez,Sevilla,s2223,   Midfielder,9.0,0.0,0.0,1.0,0.0
Cenk Özkacar,Valencia,s2223,   D(C),688.0,0.0,0.0,1.0,0.0
Cenk Özkacar,Valencia,s2324,Not Available,1595.0,0.0,0.0,3.0,0.0
Cenk Özkacar,Valladolid,s2425,FW,3.0,0.0,0.0,0.0,0.0
Cesar Fernandez,Celta de Vigo,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Cesar Moreno,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Chadi Riad,Barcelona,s2223,   Defender,1.0,0.0,0.0,0.0,0.0
Chadi Riad,Real Betis,s2324,Not Available,2164.0,0.0,0.0,1.0,0.0
Cheikh Kane Sarr,Granada,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Chidera Ejuke,Sevilla,s2425,RM,20.0,0.0,0.0,0.0,0.0
Chiquinho,Mallorca,s2425,AM,15.0,0.0,0.0,0.0,0.0
Chris Ramos,Cádiz,s2223,   Forward,83.0,0.0,0.0,0.0,0.0
Chrisantus Uche,Getafe,s2425,FW,90.0,1.0,0.0,1.0,0.0
Christopher Ramos,Cádiz,s2324,Not Available,2627.0,5.0,1.0,5.0,0.0
Chuky san jose,Valladolid,s2425,CM,9.0,0.0,0.0,0.0,0.0
Chumi,Almería,s2223,   D(C),1015.0,1.0,0.0,4.0,0.0
Claudio Bravo,Real Betis,s2122,Goalkeeper,1457.0,0.0,0.0,2.0,0.0
Claudio Bravo,Real Betis,s2223,   GK,540.0,0.0,0.0,1.0,0.0
Claudio Bravo,Real Betis,s2324,Not Available,630.0,0.0,0.0,0.0,0.0
Clerc,Elche,s2223,   D(L) M(L),1583.0,0.0,1.0,1.0,0.0
Clément Grenier,Mallorca,s2122,Midfielder,56.0,1.0,0.0,1.0,0.0
Clément Grenier,Mallorca,s2223,   M(CL),608.0,0.0,0.0,7.0,0.0
Clément Lenglet,Atlético Madrid,s2425,CB,90.0,0.0,0.0,1.0,0.0
Clément Lenglet,Barcelona,s2122,Defender,818.0,0.0,1.0,4.0,0.0
Coba da Costa,Getafe,s2425,LW,45.0,0.0,0.0,0.0,0.0
Conor Gallagher,Atlético Madrid,s2425,CM,33.0,0.0,0.0,0.0,0.0
Cristhian Mosquera,Valencia,s2122,Defender,209.0,0.0,0.0,1.0,0.0
Cristhian Mosquera,Valencia,s2223,   Defender,143.0,0.0,0.0,0.0,0.0
Cristhian Mosquera,Valencia,s2324,Not Available,3074.0,0.0,0.0,2.0,0.0
Cristhian Mosquera,Valencia,s2425,CB,90.0,0.0,0.0,0.0,0.0
Cristhian Stuani,Girona,s2223,   AM(CLR) FW,696.0,6.0,0.0,6.0,0.0
Cristhian Stuani,Girona,s2324,Not Available,782.0,9.0,3.0,6.0,0.0
Cristhian Stuani,Girona,s2425,FW,10.0,0.0,0.0,0.0,0.0
Cristian Herrera,Las Palmas,s2324,Not Available,159.0,1.0,0.0,1.0,0.0
Cristian Portu,Girona,s2324,Not Available,1271.0,7.0,5.0,4.0,0.0
Cristian Portu,Girona,s2425,LW,65.0,0.0,0.0,0.0,0.0
Cristian Portugués Manzanera,Real Sociedad,s2122,Midfielder,1586.0,1.0,2.0,5.0,0.0
Cristian Rivero,Alcorcón,s2122,Goalkeeper,270.0,0.0,0.0,0.0,0.0
Cristian Tello,Real Betis,s2122,Forward,807.0,2.0,2.0,2.0,0.0
Cristiano Piccini,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Cristo Romero,Real Sociedad,s2122,Defender,16.0,0.0,0.0,0.0,0.0
Curro Sánchez,Almería,s2223,   Midfielder,41.0,0.0,0.0,1.0,0.0
Cyle Larin,Mallorca,s2324,Not Available,1823.0,3.0,2.0,8.0,0.0
Cyle Larin,Mallorca,s2425,LW,19.0,0.0,0.0,0.0,0.0
Cyle Larin,Valladolid,s2223,   AM(LR) FW,423.0,4.0,0.0,2.0,0.0
Cárdenas,Rayo Vallecano,s2425,GK,90.0,0.0,0.0,0.0,0.0
Cédric Bakambu,Real Betis,s2324,Not Available,195.0,0.0,0.0,1.0,0.0
Cédric Bakambu,Real Betis,s2425,FW,22.0,0.0,0.0,0.0,0.0
César Azpilicueta,Atlético Madrid,s2324,Not Available,1421.0,0.0,2.0,4.0,0.0
César Azpilicueta,Atlético Madrid,s2425,CB,90.0,0.0,0.0,0.0,0.0
César Montes,Almería,s2324,Not Available,1792.0,0.0,0.0,5.0,0.0
César Montes,Espanyol,s2223,   D(C),585.0,0.0,0.0,3.0,0.0
César Tárrega,Valencia,s2122,Defender,0.0,0.0,0.0,0.0,0.0
César Tárrega,Valencia,s2425,CB,90.0,0.0,0.0,0.0,0.0
César de la Hoz,Almería,s2223,   DMC,1112.0,1.0,0.0,5.0,0.0
Daley Blind,Girona,s2324,Not Available,2971.0,1.0,2.0,6.0,0.0
Daley Blind,Girona,s2425,CB,90.0,0.0,0.0,0.0,0.0
Daley Sinkgraven,Las Palmas,s2324,Not Available,375.0,0.0,0.0,0.0,1.0
Daley Sinkgraven,Las Palmas,s2425,LB,46.0,0.0,0.0,0.0,0.0
Damián Rodríguez,Celta de Vigo,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Damián Rodríguez,Celta de Vigo,s2324,Not Available,257.0,0.0,2.0,1.0,0.0
Damián Rodríguez,Celta de Vigo,s2425,CM,90.0,0.0,0.0,1.0,0.0
Damián Suárez,Getafe,s2122,Defender,2720.0,0.0,3.0,13.0,0.0
Damián Suárez,Getafe,s2223,   D(R) M(R),1052.0,1.0,0.0,2.0,0.0
Damián Suárez,Getafe,s2324,Not Available,1306.0,0.0,2.0,7.0,1.0
Dani Carvajal,Real Madrid,s2425,RB,86.0,0.0,0.0,0.0,0.0
Dani Ceballos,Real Madrid,s2122,Midfielder,267.0,0.0,0.0,1.0,0.0
Dani Ceballos,Real Madrid,s2223,   M(CL),805.0,0.0,1.0,3.0,0.0
Dani Ceballos,Real Madrid,s2425,"AM,LW",6.0,0.0,0.0,0.0,0.0
Dani García,Athletic Club,s2223,   DMC,838.0,0.0,1.0,3.0,0.0
Dani García,Athletic Club,s2324,Not Available,738.0,1.0,0.0,4.0,0.0
Dani Gómez,Espanyol,s2223,   FW,71.0,0.0,0.0,1.0,0.0
Dani Gómez,Valencia,s2425,FW,25.0,0.0,0.0,0.0,0.0
Dani Olmo,Barcelona,s2425,AM,45.0,1.0,0.0,0.0,0.0
Dani Raba,Leganés,s2425,RW,28.0,0.0,0.0,0.0,0.0
Dani Rodríguez,Mallorca,s2223,   AM(CLR),1500.0,3.0,3.0,7.0,0.0
Dani Rodríguez,Mallorca,s2425,LW,66.0,0.0,1.0,0.0,0.0
Dani Vivian,Athletic Club,s2223,   D(C),1534.0,1.0,0.0,5.0,0.0
Daniel Alves da Silva,Barcelona,s2122,Defender,1103.0,1.0,3.0,2.0,1.0
Daniel Carvajal,Real Madrid,s2122,Defender,1549.0,1.0,3.0,1.0,0.0
Daniel Carvajal,Real Madrid,s2223,   D(R),1366.0,0.0,2.0,4.0,0.0
Daniel Carvajal,Real Madrid,s2324,Not Available,2172.0,4.0,3.0,3.0,1.0
Daniel Ceballos,Real Madrid,s2324,Not Available,586.0,0.0,2.0,2.0,0.0
Daniel Cárdenas,Levante,s2122,Goalkeeper,2160.0,0.0,0.0,3.0,0.0
Daniel García Carrillo,Athletic Club,s2122,Midfielder,2190.0,0.0,0.0,9.0,0.0
Daniel Gómez Alcón,Levante,s2122,Forward,1060.0,4.0,2.0,1.0,0.0
Daniel José Rodríguez Vázquez,Mallorca,s2122,Midfielder,2838.0,3.0,3.0,7.0,0.0
Daniel Luna,Mallorca,s2425,RM,12.0,0.0,0.0,0.0,0.0
Daniel Parejo,Villarreal,s2122,Midfielder,2708.0,2.0,10.0,3.0,0.0
Daniel Parejo,Villarreal,s2223,   M(C),2209.0,1.0,3.0,3.0,0.0
Daniel Parejo,Villarreal,s2324,Not Available,2586.0,3.0,5.0,4.0,0.0
Daniel Parejo,Villarreal,s2425,CM,89.0,0.0,0.0,0.0,0.0
Daniel Raba Antolín,Granada,s2122,Forward,24.0,0.0,0.0,0.0,0.0
Daniel Rebollo,Real Betis,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Daniel Rodriguez,Mallorca,s2324,Not Available,2632.0,2.0,4.0,9.0,0.0
Daniel Villahermosa,Espanyol,s2122,Midfielder,22.0,0.0,0.0,0.0,0.0
Daniel Vivian,Athletic Club,s2122,Defender,1985.0,2.0,1.0,2.0,0.0
Daniel Vivian,Athletic Club,s2324,Not Available,2879.0,0.0,0.0,6.0,0.0
Daniel Vivian,Athletic Club,s2425,CB,10.0,0.0,0.0,0.0,0.0
Daniel Wass,Atlético Madrid,s2122,Midfielder,45.0,0.0,0.0,1.0,0.0
Dario Essugo,Las Palmas,s2425,CM,73.0,0.0,0.0,0.0,0.0
Darko Brašanac,Leganés,s2425,DM,87.0,0.0,0.0,0.0,0.0
Darko Brašanac,Osasuna,s2122,Midfielder,2412.0,1.0,2.0,9.0,0.0
Darko Brašanac,Osasuna,s2223,   M(CR),954.0,1.0,1.0,4.0,0.0
Darwin Machís,Cádiz,s2324,Not Available,782.0,4.0,0.0,0.0,1.0
Darwin Machís,Granada,s2122,Forward,1381.0,4.0,2.0,2.0,0.0
Darwin Machís,Valladolid,s2223,   AM(LR),366.0,0.0,1.0,1.0,0.0
Darwin Machís,Valladolid,s2425,LM,57.0,0.0,0.0,0.0,0.0
Darío Benedetto,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Darío Poveda,Huesca,s2122,Forward,788.0,2.0,0.0,1.0,0.0
Darío Ramos,Osasuna,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
David Alaba,Real Madrid,s2122,Defender,2644.0,2.0,3.0,2.0,0.0
David Alaba,Real Madrid,s2223,   D(CL) M(CL),1546.0,1.0,3.0,3.0,0.0
David Alaba,Real Madrid,s2324,Not Available,1156.0,0.0,1.0,2.0,0.0
David Argüelles,Getafe,s2425,LM,7.0,0.0,0.0,0.0,0.0
David García,Osasuna,s2122,Defender,3105.0,4.0,0.0,8.0,0.0
David García,Osasuna,s2223,   D(C),1942.0,2.0,0.0,7.0,1.0
David García,Osasuna,s2324,Not Available,2336.0,0.0,1.0,5.0,0.0
David Gil,Cádiz,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
David Gil,Cádiz,s2324,Not Available,371.0,0.0,0.0,1.0,0.0
David López,Espanyol,s2122,Midfielder,743.0,0.0,0.0,1.0,0.0
David López,Girona,s2223,   D(C) DMC,1070.0,2.0,1.0,3.0,0.0
David López,Girona,s2324,Not Available,1975.0,3.0,0.0,4.0,0.0
David López,Girona,s2425,CB,90.0,0.0,0.0,0.0,0.0
David Otorbi,Valencia,s2425,LM,14.0,0.0,0.0,0.0,0.0
David Remeseiro Salgueiro,Alavés,s2122,Forward,681.0,0.0,1.0,1.0,0.0
David Silva,Real Sociedad,s2122,Midfielder,1731.0,2.0,4.0,4.0,1.0
David Silva,Real Sociedad,s2223,   M(CLR) FW,1239.0,1.0,3.0,2.0,0.0
David Soria,Getafe,s2122,Goalkeeper,3415.0,0.0,0.0,4.0,0.0
David Soria,Getafe,s2223,   GK,2250.0,0.0,0.0,1.0,0.0
David Soria,Getafe,s2324,Not Available,3414.0,0.0,0.0,3.0,0.0
David Soria,Getafe,s2425,GK,90.0,0.0,0.0,0.0,0.0
David Timor,Huesca,s2122,Midfielder,1307.0,0.0,0.0,6.0,0.0
David Torres,Valladolid,s2223,   Defender,100.0,0.0,0.0,0.0,0.0
David Torres,Valladolid,s2425,CB,9.0,0.0,0.0,0.0,0.0
Denis Cheryshev,Valencia,s2122,Forward,555.0,0.0,1.0,1.0,0.0
Denis Suárez,Celta de Vigo,s2122,Midfielder,2835.0,4.0,6.0,4.0,0.0
Denis Suárez,Espanyol,s2223,   M(CLR),311.0,0.0,0.0,0.0,0.0
Denis Suárez,Villarreal,s2324,Not Available,130.0,0.0,0.0,0.0,0.0
Denis Suárez,Villarreal,s2425,LM,13.0,0.0,0.0,0.0,0.0
Diadie Samassékou,Cádiz,s2324,Not Available,87.0,0.0,0.0,0.0,0.0
Diego,Leganés,s2425,FW,3.0,0.0,0.0,0.0,0.0
Diego Bri,Elche,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Diego Carlos Santos Silva,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Diego Conde,Getafe,s2122,Goalkeeper,5.0,0.0,0.0,0.0,0.0
Diego Conde,Villarreal,s2425,GK,90.0,0.0,1.0,0.0,0.0
Diego González,Elche,s2122,Defender,1788.0,0.0,0.0,3.0,1.0
Diego González,Elche,s2223,   D(CL),838.0,0.0,0.0,5.0,0.0
Diego Lainez,Real Betis,s2122,Midfielder,135.0,0.0,0.0,0.0,0.0
Diego Llorente,Real Betis,s2425,CB,90.0,0.0,0.0,0.0,0.0
Diego López,Espanyol,s2122,Goalkeeper,3178.0,0.0,0.0,4.0,0.0
Diego López,Getafe,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Diego López,Rayo Vallecano,s2223,   GK,90.0,0.0,0.0,0.0,0.0
Diego López,Valencia,s2122,Forward,0.0,0.0,0.0,0.0,0.0
Diego López,Valencia,s2223,   Forward,9.0,0.0,0.0,0.0,0.0
Diego López,Valencia,s2324,Not Available,2671.0,3.0,6.0,2.0,0.0
Diego López,Valencia,s2425,LM,65.0,0.0,1.0,0.0,0.0
Diego Mariño,Almería,s2223,   GK,45.0,0.0,0.0,0.0,0.0
Diego Moreno,Osasuna,s2223,   D(R),532.0,0.0,0.0,0.0,0.0
Diego Méndez,Rayo Vallecano,s2223,   Midfielder,1.0,0.0,0.0,0.0,0.0
Diego Piñeiro del Álamo,Real Madrid,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Diego Rico,Getafe,s2324,Not Available,2536.0,0.0,7.0,10.0,0.0
Diego Rico,Getafe,s2425,LB,90.0,0.0,0.0,0.0,0.0
Diego Rico,Real Sociedad,s2122,Defender,1646.0,0.0,0.0,4.0,0.0
Diego Rico,Real Sociedad,s2223,   D(CL) M(L),1467.0,0.0,0.0,3.0,0.0
Diego Trueba Chinchurreta,Getafe,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Dimitri Foulquier,Valencia,s2122,Defender,2339.0,0.0,1.0,11.0,0.0
Dimitri Foulquier,Valencia,s2223,   D(CLR) M(R),1019.0,0.0,1.0,3.0,0.0
Dimitri Foulquier,Valencia,s2324,Not Available,1833.0,0.0,0.0,3.0,0.0
Dimitri Foulquier,Valencia,s2425,LM,25.0,0.0,0.0,0.0,0.0
Dinko Horkaš,Las Palmas,s2425,GK,90.0,0.0,0.0,1.0,0.0
Dion Lopy,Almería,s2324,Not Available,1917.0,0.0,0.0,5.0,0.0
Djené Dakonam,Getafe,s2122,Defender,3117.0,0.0,1.0,11.0,1.0
Djené Dakonam,Getafe,s2223,   D(C),1899.0,0.0,1.0,7.0,0.0
Djené Dakonam,Getafe,s2324,Not Available,2490.0,0.0,0.0,12.0,1.0
Djené Dakonam,Getafe,s2425,CB,90.0,0.0,0.0,0.0,0.0
Djibril Sow,Sevilla,s2324,Not Available,1469.0,1.0,1.0,5.0,0.0
Djibril Sow,Sevilla,s2425,"DM,AM",90.0,0.0,0.0,0.0,0.0
Dodi Lukebakio,Sevilla,s2324,Not Available,1124.0,5.0,1.0,0.0,0.0
Dodi Lukebakio,Sevilla,s2425,"LW,RW",73.0,0.0,0.0,0.0,0.0
Domingos André Ribeiro Almeida,Valencia,s2425,FW,65.0,0.0,0.0,0.0,0.0
Domingos Duarte,Getafe,s2223,   D(C),2106.0,0.0,2.0,8.0,1.0
Domingos Duarte,Getafe,s2324,Not Available,905.0,0.0,0.0,3.0,2.0
Domingos Duarte,Getafe,s2425,CB,90.0,0.0,0.0,0.0,0.0
Domingos Quina,Elche,s2223,   M(CL),269.0,0.0,0.0,1.0,1.0
Domingos de Sousa Coutinho Meneses Duarte,Granada,s2122,Defender,1689.0,1.0,0.0,7.0,1.0
Dominik Greif,Mallorca,s2122,Goalkeeper,90.0,0.0,0.0,0.0,0.0
Dominik Greif,Mallorca,s2324,Not Available,90.0,0.0,0.0,0.0,0.0
Dominik Greif,Mallorca,s2425,GK,90.0,0.0,0.0,0.0,0.0
Donny van de Beek,Girona,s2425,FW,10.0,0.0,1.0,0.0,0.0
Dyego Sousa,Almería,s2223,   FW,353.0,0.0,1.0,1.0,0.0
Dídac Vilá,Espanyol,s2122,Defender,197.0,0.0,0.0,3.0,0.0
Eden Hazard,Real Madrid,s2122,Forward,713.0,0.0,1.0,2.0,0.0
Eden Hazard,Real Madrid,s2223,   M(CLR) FW,98.0,0.0,0.0,0.0,0.0
Edgar Badia,Elche,s2122,Goalkeeper,2160.0,0.0,0.0,2.0,0.0
Edgar Badia,Elche,s2223,   GK,2250.0,0.0,0.0,2.0,0.0
Edgar González,Almería,s2324,Not Available,2528.0,2.0,0.0,5.0,1.0
Edgar González,Real Betis,s2122,Midfielder,1457.0,1.0,1.0,6.0,0.0
Edgar González,Real Betis,s2223,   D(C) DMC,1144.0,0.0,0.0,4.0,1.0
Edgar Méndez,Alavés,s2122,Forward,1614.0,1.0,1.0,6.0,0.0
Edinson Cavani,Valencia,s2223,   AM(LR) FW,957.0,5.0,1.0,4.0,0.0
Edu Expósito,Espanyol,s2223,   M(C),958.0,2.0,2.0,3.0,0.0
Eduardo Camavinga,Real Madrid,s2122,Midfielder,1229.0,2.0,1.0,9.0,0.0
Eduardo Camavinga,Real Madrid,s2223,   D(L) DMC,1267.0,0.0,1.0,4.0,0.0
Eduardo Camavinga,Real Madrid,s2324,Not Available,1824.0,0.0,2.0,9.0,0.0
Eduardo Camavinga,Real Madrid,s2425,CM,70.0,0.0,0.0,0.0,0.0
El Bilal Touré,Almería,s2223,   FW,1180.0,6.0,2.0,0.0,0.0
Endrick,Real Madrid,s2425,FW,5.0,1.0,0.0,0.0,0.0
Enes Ünal,Getafe,s2122,Forward,2809.0,16.0,1.0,8.0,0.0
Enes Ünal,Getafe,s2223,   FW,2190.0,12.0,3.0,4.0,0.0
Enes Ünal,Getafe,s2324,Not Available,138.0,0.0,1.0,0.0,0.0
Enis Bardhi,Levante,s2122,Midfielder,1700.0,3.0,3.0,3.0,0.0
Enric Franquesa,Leganés,s2425,LW,90.0,0.0,0.0,0.0,0.0
Enric Franquesa,Levante,s2122,Midfielder,616.0,0.0,0.0,1.0,0.0
Enrique Barja,Osasuna,s2324,Not Available,293.0,0.0,0.0,3.0,0.0
Enrique Barja Alfonso,Osasuna,s2122,Forward,863.0,2.0,0.0,2.0,0.0
Enrique García Martínez,Osasuna,s2122,Forward,1857.0,5.0,1.0,2.0,0.0
Enrique Gómez Hermoso,Real Betis,s2122,Midfielder,90.0,1.0,0.0,0.0,0.0
Enrique Jesús Salas Valiente,Sevilla,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Enrique Pérez Muñoz,Elche,s2122,Midfielder,518.0,2.0,0.0,1.0,0.0
Enzo Barrenechea,Valencia,s2425,CM,45.0,0.0,0.0,0.0,0.0
Enzo Boyomo,Valladolid,s2425,CB,90.0,0.0,0.0,0.0,0.0
Enzo Loiodice,Las Palmas,s2324,Not Available,1792.0,0.0,1.0,2.0,0.0
Enzo Loiodice,Las Palmas,s2425,DM,68.0,0.0,0.0,0.0,0.0
Enzo Roco,Elche,s2122,Defender,2555.0,1.0,0.0,10.0,0.0
Enzo Roco,Elche,s2223,   D(C),1480.0,0.0,0.0,3.0,1.0
Eray Cömert,Valencia,s2122,Defender,408.0,0.0,0.0,2.0,0.0
Eray Cömert,Valencia,s2223,   D(C),1438.0,1.0,0.0,4.0,1.0
Eray Cömert,Valladolid,s2425,"CM,CB",81.0,0.0,0.0,0.0,0.0
Eric Bailly,Villarreal,s2324,Not Available,838.0,0.0,0.0,4.0,0.0
Eric Bailly,Villarreal,s2425,CB,90.0,0.0,0.0,0.0,0.0
Eric García,Barcelona,s2122,Defender,2041.0,0.0,0.0,5.0,1.0
Eric García,Barcelona,s2223,   D(C),911.0,1.0,0.0,3.0,0.0
Eric García,Barcelona,s2425,CM,20.0,0.0,0.0,0.0,0.0
Eric García,Girona,s2324,Not Available,2697.0,5.0,0.0,5.0,0.0
Erick Cabaco,Getafe,s2122,Defender,403.0,0.0,1.0,3.0,0.0
Erik Lamela,Sevilla,s2122,Midfielder,1014.0,5.0,2.0,5.0,0.0
Erik Lamela,Sevilla,s2223,   AM(CLR) FW,1301.0,4.0,0.0,6.0,1.0
Erik Lamela,Sevilla,s2324,Not Available,459.0,2.0,0.0,3.0,0.0
Estanislau Pedrola Fortuny,Barcelona,s2122,Forward,10.0,0.0,0.0,0.0,0.0
Esteban Saveljich,Rayo Vallecano,s2122,Defender,1707.0,0.0,0.0,4.0,0.0
Esteban Saveljich,Rayo Vallecano,s2223,   D(C),1.0,0.0,0.0,0.0,0.0
Ezequiel Ponce,Elche,s2122,Forward,662.0,1.0,0.0,1.0,1.0
Ezequiel Ponce,Elche,s2223,   AM(L) FW,986.0,3.0,0.0,2.0,0.0
Ezequiel Ávila,Osasuna,s2122,Forward,1873.0,6.0,1.0,7.0,1.0
Ezequiel Ávila,Osasuna,s2223,   AM(LR) FW,1416.0,7.0,2.0,7.0,1.0
Ezequiel Ávila,Osasuna,s2324,Not Available,1166.0,0.0,3.0,0.0,0.0
Ezequiel Ávila,Real Betis,s2324,Not Available,1166.0,2.0,0.0,5.0,3.0
Ezequiel Ávila,Real Betis,s2425,FW,21.0,0.0,0.0,0.0,0.0
Fabio González,Las Palmas,s2324,Not Available,121.0,0.0,0.0,1.0,0.0
