player_name,team,season,position,minutes_played,goals,assists,yellow_cards,red_cards
Fabio González,Las Palmas,s2425,CM,45.0,0.0,0.0,0.0,0.0
Fabricio Angileri,Getafe,s2324,Not Available,160.0,0.0,0.0,2.0,1.0
Fabrizio Angileri,Getafe,s2223,   D(L) M(L),544.0,0.0,0.0,2.0,1.0
Facundo Pellistri,Alavés,s2122,Forward,663.0,0.0,0.0,0.0,0.0
Facundo Pellistri,Granada,s2324,Not Available,1220.0,2.0,1.0,0.0,1.0
Faitout Maouassa,Granada,s2324,Not Available,244.0,0.0,1.0,0.0,0.0
Fali,Cádiz,s2223,   D(C) DMC,1277.0,0.0,0.0,5.0,0.0
Fali,Cádiz,s2324,Not Available,2550.0,0.0,0.0,12.0,0.0
Famara Diédhiou,Granada,s2324,Not Available,82.0,0.0,1.0,1.0,0.0
Fede San Emeterio,Cádiz,s2223,   DMC,1091.0,0.0,0.0,7.0,0.0
Federico Fernández,Elche,s2223,   D(C),90.0,0.0,0.0,0.0,0.0
Federico San Emeterio,Cádiz,s2324,Not Available,155.0,1.0,0.0,1.0,1.0
Federico San Emeterio Díaz,Cádiz,s2122,Midfielder,836.0,0.0,0.0,3.0,0.0
Federico Valverde,Real Madrid,s2122,Midfielder,1832.0,0.0,1.0,2.0,0.0
Federico Valverde,Real Madrid,s2223,   M(CLR),1960.0,7.0,2.0,2.0,0.0
Federico Valverde,Real Madrid,s2324,Not Available,2910.0,2.0,7.0,2.0,0.0
Federico Valverde,Real Madrid,s2425,"RM,LM",90.0,0.0,0.0,0.0,0.0
Felipe Augusto de Almeida Monteiro,Atlético Madrid,s2122,Defender,1499.0,2.0,1.0,5.0,1.0
Ferland Mendy,Real Madrid,s2122,Defender,1738.0,2.0,1.0,4.0,0.0
Ferland Mendy,Real Madrid,s2223,   D(L) M(L),1134.0,0.0,1.0,2.0,0.0
Ferland Mendy,Real Madrid,s2324,Not Available,1725.0,0.0,0.0,5.0,0.0
Ferland Mendy,Real Madrid,s2425,LB,89.0,0.0,0.0,0.0,1.0
Fermin López,Barcelona,s2324,Not Available,1444.0,8.0,0.0,2.0,0.0
Fermin López,Barcelona,s2425,AM,28.0,0.0,0.0,1.0,0.0
Fernando Calero,Espanyol,s2122,Defender,1089.0,0.0,0.0,3.0,0.0
Fernando Calero,Espanyol,s2223,   D(C),1228.0,0.0,0.0,3.0,0.0
Fernando Calero,Espanyol,s2425,CB,90.0,0.0,0.0,0.0,0.0
Fernando Francisco Reges,Sevilla,s2122,Midfielder,1850.0,1.0,1.0,6.0,0.0
Fernando Francisco Reges,Sevilla,s2223,   D(C) DMC,1148.0,0.0,0.0,2.0,1.0
Fernando Francisco Reges,Sevilla,s2324,Not Available,459.0,0.0,0.0,0.0,0.0
Fernando Martínez,Almería,s2223,   GK,2116.0,0.0,0.0,2.0,0.0
Fernando Medrano,Celta de Vigo,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Fernando Niño,Mallorca,s2122,Forward,879.0,2.0,0.0,2.0,0.0
Fernando Niño,Villarreal,s2223,   FW,19.0,0.0,0.0,0.0,0.0
Fernando Pacheco,Alavés,s2122,Goalkeeper,3054.0,0.0,0.0,1.0,0.0
Fernando Pacheco,Espanyol,s2223,   GK,360.0,0.0,0.0,0.0,0.0
Ferran Jutglà,Barcelona,s2122,Forward,303.0,1.0,0.0,1.0,0.0
Ferrán Quetglás,Mallorca,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Ferrán Ruiz,Girona,s2425,DM,18.0,0.0,0.0,0.0,0.0
Ferrán Torres,Barcelona,s2122,Midfielder,1417.0,4.0,4.0,1.0,0.0
Ferrán Torres,Barcelona,s2223,   AM(LR) FW,987.0,2.0,0.0,4.0,1.0
Ferrán Torres,Barcelona,s2324,Not Available,1204.0,7.0,2.0,2.0,0.0
Ferrán Torres,Barcelona,s2425,LW,63.0,0.0,0.0,0.0,0.0
Fidel Chaves de la Torre,Elche,s2122,Forward,2280.0,5.0,6.0,9.0,0.0
Fidel Chaves de la Torre,Elche,s2223,   M(CLR),791.0,1.0,1.0,4.0,0.0
Filip Jörgensen,Villarreal,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Filip Jörgensen,Villarreal,s2223,   Goalkeeper,90.0,0.0,0.0,0.0,0.0
Filip Jörgensen,Villarreal,s2324,Not Available,3240.0,0.0,0.0,4.0,0.0
Florentino Ibrain Morris Luís,Getafe,s2122,Midfielder,984.0,0.0,1.0,2.0,0.0
Florian Lejeune,Alavés,s2122,Defender,2699.0,0.0,0.0,7.0,1.0
Florian Lejeune,Rayo Vallecano,s2223,   D(C),1941.0,4.0,0.0,4.0,1.0
Florian Lejeune,Rayo Vallecano,s2324,Not Available,3328.0,3.0,1.0,5.0,0.0
Florian Lejeune,Rayo Vallecano,s2425,CB,90.0,0.0,0.0,1.0,0.0
Florin Andone,Cádiz,s2122,Forward,173.0,0.0,0.0,1.0,0.0
Fran Beltrán,Celta de Vigo,s2223,   DMC,2015.0,0.0,1.0,4.0,0.0
Fran Beltrán,Celta de Vigo,s2324,Not Available,2438.0,0.0,0.0,2.0,0.0
Fran Beltrán,Celta de Vigo,s2425,CM,64.0,0.0,0.0,0.0,0.0
Fran Delgado,Real Betis,s2223,   Defender,11.0,0.0,0.0,0.0,0.0
Fran García,Rayo Vallecano,s2223,   D(L),2239.0,0.0,2.0,1.0,0.0
Fran García,Real Madrid,s2425,LB,90.0,0.0,0.0,0.0,0.0
Fran Pérez,Valencia,s2223,   Midfielder,87.0,0.0,0.0,1.0,0.0
Fran Pérez,Valencia,s2324,Not Available,2069.0,1.0,4.0,4.0,0.0
Francis Coquelin,Villarreal,s2122,Midfielder,826.0,2.0,1.0,3.0,0.0
Francis Coquelin,Villarreal,s2223,   M(CLR),746.0,1.0,0.0,2.0,0.0
Francis Coquelin,Villarreal,s2324,Not Available,909.0,0.0,0.0,4.0,0.0
Francisco Alcácer,Villarreal,s2122,Forward,790.0,1.0,3.0,1.0,0.0
Francisco Beltrán,Celta de Vigo,s2122,Midfielder,2608.0,1.0,0.0,4.0,0.0
Francisco Casilla Cortés,Elche,s2122,Goalkeeper,1260.0,0.0,0.0,3.0,0.0
Francisco Delgado,Real Betis,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Francisco Garcia,Real Madrid,s2324,Not Available,1396.0,1.0,5.0,2.0,0.0
Francisco Javier Hidalgo,Levante,s2122,Midfielder,1978.0,1.0,0.0,5.0,1.0
Francisco José García Torres,Rayo Vallecano,s2122,Defender,3027.0,1.0,0.0,4.0,0.0
Francisco Mérida Pérez,Espanyol,s2122,Midfielder,262.0,0.0,0.0,2.0,1.0
Francisco Perez,Valencia,s2425,RM,29.0,0.0,0.0,0.0,0.0
Francisco Portillo,Almería,s2223,   M(CLR),387.0,2.0,0.0,1.0,0.0
Francisco Román Alarcón Suárez,Real Madrid,s2122,Midfielder,323.0,1.0,0.0,1.0,0.0
Francisco Vieites,Real Betis,s2324,Not Available,315.0,0.0,0.0,0.0,0.0
Franck Kessie,Barcelona,s2223,   M(C),582.0,0.0,1.0,4.0,0.0
Franco Cervi,Celta de Vigo,s2122,Forward,1804.0,4.0,3.0,6.0,0.0
Franco Cervi,Celta de Vigo,s2223,   AM(CL),1406.0,0.0,2.0,0.0,1.0
Franco Cervi,Celta de Vigo,s2324,Not Available,537.0,0.0,1.0,2.0,0.0
Franco Cervi,Celta de Vigo,s2425,WB,12.0,0.0,0.0,0.0,0.0
Franco Russo,Mallorca,s2122,Defender,1464.0,1.0,0.0,3.0,2.0
Franco Russo,Mallorca,s2223,   D(C),147.0,0.0,0.0,0.0,0.0
Frenkie de Jong,Barcelona,s2122,Midfielder,2486.0,3.0,3.0,5.0,1.0
Frenkie de Jong,Barcelona,s2223,   D(C) DMC,1693.0,2.0,1.0,2.0,0.0
Frenkie de Jong,Barcelona,s2324,Not Available,1637.0,2.0,0.0,7.0,0.0
Frenkie de Jong,Barcelona,s2425,DM,10.0,0.0,0.0,0.0,0.0
Fábio Silva,Las Palmas,s2425,CM,28.0,0.0,0.0,0.0,0.0
Félix Garreta,Real Betis,s2223,   Defender,90.0,0.0,0.0,0.0,0.0
Gabri Veiga,Celta de Vigo,s2223,   M(C),1440.0,8.0,3.0,4.0,1.0
Gabriel Armando de Abreu,Valencia,s2122,Defender,1596.0,2.0,1.0,2.0,0.0
Gabriel Osei Misehouy,Girona,s2425,"FW,RM",20.0,1.0,0.0,0.0,0.0
Gabriel Paulista,Atlético Madrid,s2324,Not Available,1806.0,0.0,0.0,5.0,0.0
Gabriel Paulista,Valencia,s2223,   D(CR),878.0,1.0,0.0,2.0,1.0
Gabriel Paulista,Valencia,s2324,Not Available,1806.0,0.0,0.0,0.0,1.0
Gabriel Veiga,Celta de Vigo,s2122,Midfielder,102.0,0.0,0.0,0.0,0.0
Gaizka Ayesa,Real Sociedad B,s2122,Goalkeeper,1857.0,0.0,0.0,0.0,0.0
Gaizka Campos,Celta de Vigo,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Gareth Bale,Real Madrid,s2122,Forward,283.0,1.0,0.0,2.0,0.0
Gastón Álvarez,Getafe,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Gastón Álvarez,Getafe,s2223,   D(L),814.0,2.0,0.0,4.0,1.0
Gastón Álvarez,Getafe,s2324,Not Available,2535.0,2.0,0.0,7.0,0.0
Gavi,Barcelona,s2223,   AM(CL),1632.0,1.0,2.0,5.0,0.0
Gavi,Barcelona,s2324,Not Available,943.0,1.0,1.0,5.0,0.0
Gavi,Barcelona,s2425,DM,8.0,0.0,0.0,0.0,0.0
Geoffrey Kondogbia,Atlético Madrid,s2122,Midfielder,1883.0,1.0,2.0,9.0,2.0
Geoffrey Kondogbia,Atlético Madrid,s2223,   D(C) DMC,960.0,0.0,2.0,4.0,0.0
Gerard Gumbau,Elche,s2122,Midfielder,1889.0,0.0,4.0,8.0,1.0
Gerard Gumbau,Elche,s2223,   DMC,1682.0,0.0,4.0,9.0,0.0
Gerard Gumbau,Granada,s2324,Not Available,2684.0,0.0,3.0,12.0,0.0
Gerard Gumbau,Rayo Vallecano,s2425,CM,45.0,0.0,0.0,0.0,0.0
Gerard Martín,Barcelona,s2425,LB,27.0,0.0,0.0,0.0,0.0
Gerard Moreno,Villarreal,s2122,Forward,1194.0,9.0,3.0,2.0,0.0
Gerard Moreno,Villarreal,s2223,   AM(CR) FW,1034.0,6.0,2.0,4.0,0.0
Gerard Moreno,Villarreal,s2324,Not Available,2229.0,10.0,6.0,0.0,0.0
Gerard Moreno,Villarreal,s2425,FW,70.0,0.0,0.0,0.0,0.0
Gerard Piqué,Barcelona,s2122,Defender,2095.0,1.0,0.0,8.0,1.0
Gerard Piqué,Barcelona,s2223,   D(C),383.0,0.0,0.0,3.0,1.0
Germán Pezzella,Real Betis,s2122,Defender,1991.0,1.0,0.0,5.0,1.0
Germán Pezzella,Real Betis,s2223,   D(C),1702.0,0.0,0.0,2.0,2.0
Germán Pezzella,Real Betis,s2324,Not Available,2770.0,1.0,0.0,7.0,0.0
Germán Sánchez,Granada,s2122,Defender,2296.0,2.0,1.0,9.0,1.0
Germán Valera,Real Sociedad,s2122,Forward,49.0,0.0,0.0,0.0,0.0
Germán Valera,Valencia,s2425,RM,12.0,0.0,0.0,0.0,0.0
Gerónimo Rulli,Villarreal,s2122,Goalkeeper,2880.0,0.0,0.0,2.0,0.0
Giorgi Gagua,Alavés,s2122,Forward,0.0,0.0,0.0,0.0,0.0
Giorgi Kochorashvili,Levante,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Giorgi Mamardashvili,Valencia,s2122,Goalkeeper,1620.0,0.0,0.0,2.0,0.0
Giorgi Mamardashvili,Valencia,s2223,   GK,2250.0,0.0,0.0,2.0,0.0
Giorgi Mamardashvili,Valencia,s2324,Not Available,3285.0,0.0,0.0,3.0,1.0
Giorgi Mamardashvili,Valencia,s2425,GK,90.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,Real Betis,s2425,AM,30.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,Villarreal,s2223,   M(CR) FW,531.0,1.0,0.0,2.0,0.0
Giovanni González,Mallorca,s2122,Defender,363.0,1.0,0.0,1.0,0.0
Giovanni González,Mallorca,s2223,   D(R),702.0,0.0,2.0,4.0,0.0
Giovanni González,Mallorca,s2324,Not Available,2463.0,1.0,1.0,7.0,0.0
Giuliano Simeone,Alavés,s2324,Not Available,628.0,1.0,2.0,1.0,0.0
Giuliano Simeone,Atlético Madrid,s2122,Forward,1.0,0.0,0.0,0.0,0.0
Giuliano Simeone,Atlético Madrid,s2425,AM,7.0,0.0,0.0,0.0,0.0
Goncalo Guedes,Villarreal,s2324,Not Available,951.0,3.0,2.0,0.0,0.0
Gonzalo Escalante,Alavés,s2122,Midfielder,1305.0,5.0,0.0,6.0,1.0
Gonzalo Escalante,Cádiz,s2223,DMC,543.0,2.0,0.0,2.0,0.0
Gonzalo Escalante,Cádiz,s2324,Not Available,1702.0,1.0,2.0,2.0,1.0
Gonzalo Garcia,Real Madrid,s2324,Not Available,17.0,0.0,0.0,0.0,0.0
Gonzalo Melero,Almería,s2223,   M(C) FW,1095.0,2.0,3.0,3.0,0.0
Gonzalo Melero,Almería,s2324,Not Available,1093.0,1.0,1.0,3.0,0.0
Gonzalo Melero,Levante,s2122,Midfielder,1696.0,7.0,2.0,5.0,0.0
Gonzalo Montiel,Sevilla,s2122,Defender,1068.0,1.0,2.0,7.0,0.0
Gonzalo Montiel,Sevilla,s2223,   D(CR) M(R),956.0,0.0,1.0,5.0,1.0
Gonzalo Montiel,Sevilla,s2425,"LM,FW",1.0,0.0,0.0,0.0,0.0
Gonzalo Plata,Valladolid,s2223,   AM(R),1328.0,0.0,4.0,0.0,0.0
Gonzalo Verdú,Elche,s2122,Defender,1387.0,0.0,0.0,11.0,0.0
Gonzalo Verdú,Elche,s2223,   D(C),546.0,1.0,0.0,0.0,2.0
Gonzalo Villar,Getafe,s2122,Midfielder,291.0,0.0,1.0,0.0,0.0
Gonzalo Villar,Getafe,s2223,   DMC,206.0,0.0,0.0,2.0,0.0
Gonzalo Villar,Granada,s2324,Not Available,1785.0,1.0,3.0,7.0,0.0
Gonçalo Manuel Ganchinho Guedes,Valencia,s2122,Midfielder,2613.0,11.0,6.0,3.0,0.0
Gonçalo Paciência,Celta de Vigo,s2223,   FW,400.0,1.0,0.0,2.0,1.0
Gorka Guruzeta,Athletic Club,s2223,   FW,664.0,5.0,0.0,1.0,0.0
Gorka Guruzeta,Athletic Club,s2324,Not Available,2240.0,14.0,5.0,2.0,0.0
Gorka Guruzeta,Athletic Club,s2425,FW,90.0,0.0,1.0,0.0,0.0
Gorka Rivera Alonso,Getafe,s2425,"LM,LB,CB",20.0,0.0,0.0,0.0,0.0
Gregorio Gracia Sánchez,Espanyol,s2122,Defender,8.0,0.0,0.0,1.0,0.0
Guido Carrillo,Elche,s2122,Forward,1157.0,2.0,0.0,3.0,0.0
Guido Rodríguez,Real Betis,s2122,Midfielder,2533.0,1.0,2.0,7.0,1.0
Guido Rodríguez,Real Betis,s2223,   DMC,1708.0,0.0,0.0,6.0,0.0
Guido Rodríguez,Real Betis,s2324,Not Available,1849.0,2.0,0.0,6.0,0.0
Guillem Jaime,Barcelona,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Haissem Hassan,Villarreal,s2223,   Forward,23.0,0.0,0.0,0.0,0.0
Hamari Traoré,Real Sociedad,s2324,Not Available,2296.0,0.0,2.0,7.0,0.0
Hamari Traoré,Real Sociedad,s2425,RB,74.0,0.0,0.0,0.0,0.0
Hannibal Mejbri,Sevilla,s2324,Not Available,101.0,0.0,0.0,2.0,0.0
Haris Seferovic,Celta de Vigo,s2223,   AM(LR) FW,257.0,1.0,0.0,1.0,0.0
Helibelton Palacios,Elche,s2223,   D(CR),1530.0,0.0,0.0,6.0,0.0
Helibelton Palacios Zapata,Elche,s2122,Defender,1931.0,0.0,0.0,6.0,0.0
Hernâni Jorge Santos Fortes,Las Palmas,s2122,Forward,91.0,0.0,0.0,0.0,0.0
Houboulang Mendes,Almería,s2223,   D(CR),742.0,0.0,1.0,1.0,0.0
Houboulang Mendes,Almería,s2324,Not Available,396.0,0.0,0.0,0.0,0.0
Hugo Duro,Valencia,s2122,Forward,1844.0,7.0,1.0,2.0,1.0
Hugo Duro,Valencia,s2223,   AM(L) FW,895.0,1.0,0.0,4.0,0.0
Hugo Duro,Valencia,s2324,Not Available,2994.0,13.0,2.0,4.0,0.0
Hugo Duro,Valencia,s2425,FW,90.0,1.0,0.0,0.0,0.0
Hugo González,Valencia,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Hugo González,Valencia,s2324,Not Available,79.0,0.0,1.0,0.0,0.0
Hugo Guillamón,Valencia,s2122,Defender,2366.0,1.0,0.0,8.0,2.0
Hugo Guillamón,Valencia,s2223,   D(C) DMC,1435.0,1.0,4.0,5.0,0.0
Hugo Guillamón,Valencia,s2324,Not Available,1305.0,1.0,0.0,6.0,0.0
Hugo Guillamón,Valencia,s2425,CM,5.0,0.0,0.0,0.0,0.0
Hugo Mallo,Celta de Vigo,s2122,Defender,1828.0,1.0,1.0,3.0,2.0
Hugo Mallo,Celta de Vigo,s2223,   D(CR) M(R),1389.0,0.0,0.0,5.0,0.0
Hugo Novoa,Alavés,s2425,RW,33.0,0.0,0.0,0.0,0.0
Hugo Sotelo,Celta de Vigo,s2122,Midfielder,1.0,0.0,0.0,0.0,0.0
Hugo Sotelo,Celta de Vigo,s2223,   Midfielder,17.0,0.0,0.0,0.0,0.0
Hugo Sotelo,Celta de Vigo,s2324,Not Available,718.0,0.0,1.0,1.0,0.0
Hugo Sotelo,Celta de Vigo,s2425,CM,15.0,0.0,0.0,0.0,0.0
Hugo Álvarez,Celta de Vigo,s2122,Midfielder,10.0,0.0,0.0,0.0,0.0
Hugo Álvarez,Celta de Vigo,s2324,Not Available,763.0,1.0,1.0,1.0,0.0
Hugo Álvarez,Celta de Vigo,s2425,WB,90.0,0.0,1.0,0.0,0.0
Héctor Bellerín,Real Betis,s2122,Defender,1979.0,0.0,2.0,2.0,1.0
Héctor Bellerín,Real Betis,s2324,Not Available,1714.0,0.0,1.0,0.0,1.0
Héctor Bellerín,Real Betis,s2425,RB,29.0,0.0,1.0,0.0,0.0
Héctor Fort,Barcelona,s2324,Not Available,320.0,0.0,2.0,0.0,0.0
Héctor Fort,Barcelona,s2425,RB,30.0,0.0,0.0,0.0,0.0
Héctor Herrera,Atlético Madrid,s2122,Midfielder,852.0,0.0,0.0,4.0,0.0
Hélder Wander Sousa de Azevedo e Costa,Valencia,s2122,Midfielder,1117.0,0.0,1.0,3.0,0.0
Iago Aspas,Celta de Vigo,s2122,Forward,3093.0,18.0,6.0,8.0,0.0
Iago Aspas,Celta de Vigo,s2223,   AM(CR) FW,2108.0,11.0,3.0,3.0,0.0
Iago Aspas,Celta de Vigo,s2324,Not Available,2715.0,9.0,10.0,6.0,1.0
Iago Aspas,Celta de Vigo,s2425,AM,90.0,1.0,0.0,1.0,0.0
Ianis Hagi,Alavés,s2324,Not Available,798.0,0.0,2.0,3.0,0.0
Ibrahima Koné,Almería,s2324,Not Available,275.0,0.0,0.0,0.0,0.0
Ibrahima Kébé,Girona,s2324,Not Available,7.0,0.0,0.0,1.0,0.0
Ibrahima Vaniel Cámara Silva,Atlético Madrid,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Iddrisu Baba,Almería,s2324,Not Available,1424.0,0.0,0.0,5.0,0.0
Iddrisu Baba,Mallorca,s2122,Midfielder,1943.0,1.0,1.0,9.0,0.0
Iddrisu Baba,Mallorca,s2223,   DMC,1089.0,0.0,0.0,4.0,0.0
Ignacio Peña Sotorres,Barcelona,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Ignacio Quintana Navarro,Sevilla,s2122,Midfielder,0.0,0.0,0.0,0.0,0.0
Ignacio Vidal Miralles,Osasuna,s2122,Defender,2906.0,0.0,1.0,9.0,0.0
Ignasi Miquel,Granada,s2324,Not Available,2991.0,1.0,1.0,5.0,0.0
Ignasi Miquel,Huesca,s2122,Defender,2902.0,4.0,0.0,8.0,1.0
Igor Zubeldia,Real Sociedad,s2122,Midfielder,1648.0,0.0,1.0,7.0,0.0
Igor Zubeldia,Real Sociedad,s2223,   D(C) DMC,1619.0,1.0,1.0,4.0,0.0
Igor Zubeldia,Real Sociedad,s2324,Not Available,2523.0,0.0,2.0,11.0,1.0
Igor Zubeldia,Real Sociedad,s2425,CB,80.0,0.0,0.0,1.0,0.0
Iker Almena,Girona,s2425,"WB,LW",25.0,0.0,1.0,0.0,0.0
Iker Benito,Osasuna,s2122,Forward,116.0,0.0,0.0,1.0,0.0
Iker Benito,Osasuna,s2425,LW,23.0,0.0,0.0,0.0,0.0
Iker Losada,Real Betis,s2425,AM,8.0,0.0,0.0,0.0,0.0
Iker Muniain,Athletic Club,s2122,Forward,2802.0,4.0,10.0,3.0,0.0
Iker Muniain,Athletic Club,s2223,   AM(CLR),1296.0,0.0,3.0,2.0,0.0
Iker Muniain,Athletic Club,s2324,Not Available,585.0,2.0,0.0,1.0,0.0
Iker Muñoz,Osasuna,s2223,   Midfielder,20.0,0.0,0.0,0.0,0.0
Iker Muñoz,Osasuna,s2324,Not Available,1856.0,4.0,0.0,5.0,0.0
Iker Muñoz,Osasuna,s2425,RM,45.0,0.0,0.0,0.0,0.0
Iker Recio,Rayo Vallecano,s2122,Defender,0.0,0.0,0.0,0.0,0.0
Iker Álvarez de Eulate Molne,Villarreal,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Ilaix Moriba,Celta de Vigo,s2425,CM,26.0,0.0,0.0,0.0,0.0
Ilaix Moriba,Getafe,s2324,Not Available,606.0,0.0,2.0,3.0,1.0
Ilaix Moriba,Valencia,s2223,   M(C),742.0,0.0,1.0,2.0,1.0
Ilias Akhomach,Barcelona,s2122,Forward,125.0,0.0,0.0,0.0,0.0
Ilias Akhomach,Villarreal,s2324,Not Available,1511.0,2.0,2.0,4.0,0.0
Ilias Akhomach,Villarreal,s2425,RM,20.0,0.0,0.0,0.0,0.0
Ilkay Gündogan,Barcelona,s2324,Not Available,2997.0,5.0,9.0,5.0,0.0
Imanol Garcia de Albeniz,Athletic Club,s2324,Not Available,523.0,0.0,0.0,2.0,0.0
Irvin Cardona,Espanyol,s2425,"FW,LM",34.0,0.0,0.0,1.0,0.0
Isaac Carcelén,Cádiz,s2122,Defender,1545.0,0.0,1.0,2.0,0.0
Isaac Carcelén,Cádiz,s2324,Not Available,2609.0,0.0,0.0,2.0,0.0
Isaac Palazón,Rayo Vallecano,s2122,Midfielder,2298.0,2.0,4.0,7.0,0.0
Isaac Palazón Camacho,Rayo Vallecano,s2425,"FW,RW",90.0,0.0,0.0,0.0,0.0
Isaac Romero,Sevilla,s2324,Not Available,1050.0,4.0,4.0,2.0,0.0
Isaac Romero,Sevilla,s2425,FW,82.0,0.0,1.0,0.0,0.0
Isco,Real Betis,s2324,Not Available,2338.0,8.0,5.0,10.0,0.0
Isco,Sevilla,s2223,   M(CLR) FW,803.0,0.0,2.0,5.0,0.0
Isi Palazón,Rayo Vallecano,s2223,   AM(R),1940.0,5.0,5.0,4.0,0.0
Isi Palazón,Rayo Vallecano,s2324,Not Available,2810.0,4.0,1.0,8.0,0.0
Ismael Ruiz,Granada,s2122,Midfielder,282.0,0.0,0.0,1.0,0.0
Israel Domínguez,Sevilla,s2425,LW,18.0,0.0,0.0,0.0,0.0
Ivan Rakitic,Sevilla,s2122,Midfielder,2185.0,4.0,6.0,5.0,0.0
Ivan Rakitic,Sevilla,s2223,   M(C),1159.0,1.0,2.0,3.0,1.0
Ivan Rakitic,Sevilla,s2324,Not Available,1425.0,2.0,1.0,6.0,0.0
Ivan Saponjic,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Ivo Grbic,Atlético Madrid,s2223,   GK,207.0,0.0,0.0,1.0,0.0
Iván Alejo,Cádiz,s2122,Midfielder,1068.0,2.0,2.0,7.0,0.0
Iván Alejo,Cádiz,s2223,   AM(R),824.0,0.0,1.0,7.0,1.0
Iván Alejo,Cádiz,s2324,Not Available,1702.0,0.0,2.0,17.0,0.0
Iván Arboleda,Unknown,s2122,Unknown,0.0,0.0,0.0,0.0,0.0
Iván Balliu,Rayo Vallecano,s2122,Defender,3148.0,1.0,2.0,10.0,1.0
Iván Balliu,Rayo Vallecano,s2223,   D(R) M(R),2183.0,0.0,0.0,5.0,0.0
Iván Balliu,Rayo Vallecano,s2324,Not Available,2876.0,0.0,1.0,4.0,0.0
Iván Balliu,Rayo Vallecano,s2425,RB,11.0,0.0,0.0,0.0,0.0
Iván Chapela,Cádiz,s2122,Midfielder,400.0,0.0,0.0,0.0,0.0
Iván Fresneda,Valladolid,s2223,   D(R),948.0,0.0,0.0,1.0,0.0
Iván Marcone,Elche,s2122,Midfielder,805.0,0.0,0.0,5.0,0.0
Iván Martín,Girona,s2122,Midfielder,962.0,0.0,1.0,0.0,0.0
Iván Martín,Girona,s2223,   Midfielder,605.0,3.0,1.0,0.0,0.0
Iván Martín,Girona,s2324,Not Available,2744.0,5.0,4.0,5.0,0.0
Iván Martín,Girona,s2425,"LM,CM",90.0,0.0,0.0,0.0,0.0
Iván Martínez Gonzálvez,Osasuna,s2122,Forward,16.0,0.0,0.0,0.0,0.0
Iván Romero,Sevilla,s2122,Forward,178.0,0.0,0.0,0.0,0.0
Iván Romero,Sevilla,s2223,   Forward,10.0,0.0,0.0,1.0,0.0
Iván Sanz,Alavés,s2122,Goalkeeper,0.0,0.0,0.0,0.0,0.0
Iván Sánchez,Valladolid,s2223,   AM(CR),947.0,1.0,0.0,0.0,0.0
Iván Sánchez,Valladolid,s2425,RW,21.0,0.0,0.0,1.0,0.0
Iván Villar,Celta de Vigo,s2223,   GK,540.0,0.0,0.0,0.0,0.0
Iván Villar,Celta de Vigo,s2324,Not Available,1015.0,0.0,0.0,0.0,2.0
Iván Villar,Celta de Vigo,s2425,GK,90.0,0.0,0.0,0.0,0.0
Iza Carcelén,Cádiz,s2223,   D(R),1420.0,0.0,1.0,2.0,3.0
Iñaki Peña,Barcelona,s2324,Not Available,900.0,0.0,0.0,0.0,0.0
Iñaki Peña,Barcelona,s2425,GK,46.0,0.0,0.0,0.0,0.0
Iñaki Williams,Athletic Club,s2122,Forward,2786.0,8.0,5.0,4.0,0.0
Iñaki Williams,Athletic Club,s2223,   AM(CLR) FW,1784.0,5.0,2.0,1.0,0.0
Iñaki Williams,Athletic Club,s2324,Not Available,2855.0,12.0,3.0,4.0,0.0
Iñaki Williams,Athletic Club,s2425,RW,90.0,0.0,0.0,0.0,0.0
Iñigo Pérez,Osasuna,s2122,Midfielder,334.0,1.0,0.0,0.0,0.0
Jailson Siqueira,Celta de Vigo,s2324,Not Available,893.0,0.0,1.0,1.0,0.0
Jailson Siqueira,Celta de Vigo,s2425,AM,45.0,0.0,0.0,0.0,0.0
Jaime Mata,Getafe,s2122,Forward,660.0,1.0,0.0,7.0,0.0
Jaime Mata,Getafe,s2223,   FW,43.0,0.0,0.0,3.0,0.0
Jaime Mata,Getafe,s2324,Not Available,1790.0,5.0,1.0,8.0,1.0
Jaime Mata,Las Palmas,s2425,RW,67.0,0.0,0.0,0.0,0.0
Jaime Seoane,Getafe,s2223,   M(C),300.0,0.0,0.0,0.0,0.0
Jakub Jankto,Getafe,s2122,Midfielder,584.0,0.0,2.0,1.0,1.0
James Rodríguez,Rayo Vallecano,s2425,LW,4.0,0.0,0.0,0.0,0.0
