player_name,team,position,assists,goals,minutes_played,red_cards,yellow_cards,season
Raúl García,Athletic Club,Not Available,0.0,1.0,404.0,0.0,4.0,s2324
Raúl García,Osasuna,Not Available,1.0,6.0,1347.0,0.0,4.0,s2324
Raúl Torrente,Granada CF,Not Available,0.0,0.0,1252.0,0.0,4.0,s2324
Raúl de Tomás,Rayo Vallecano,Not Available,2.0,1.0,1277.0,0.0,5.0,s2324
Reinildo Isnard Mandava,Atlético de Madrid,Not Available,1.0,2.0,723.0,0.0,2.0,s2324
Renato Tapia,Celta de Vigo,Not Available,0.0,0.0,1337.0,1.0,3.0,s2324
Ricard Sánchez,Granada CF,Not Available,0.0,3.0,2298.0,0.0,8.0,s2324
Robert Lewandowski,Barcelona,Not Available,8.0,19.0,2758.0,0.0,5.0,s2324
Robert Navarro,Cádiz,Not Available,1.0,1.0,1905.0,1.0,0.0,s2324
Robin Le Normand,Real Sociedad,Not Available,0.0,2.0,2473.0,0.0,13.0,s2324
Rodri,Real Betis,Not Available,0.0,0.0,1039.0,0.0,0.0,s2324
Rodrigo de Paul,Atlético de Madrid,Not Available,5.0,3.0,2084.0,0.0,7.0,s2324
Rodrigo Riquelme,Atlético de Madrid,Not Available,5.0,3.0,1522.0,0.0,1.0,s2324
Rodrygo Silva de Goes,Real Madrid,Not Available,5.0,10.0,2388.0,0.0,2.0,s2324
Roger,Cádiz,Not Available,3.0,2.0,1367.0,0.0,3.0,s2324
Roman Yaremchuk,Valencia CF,Not Available,0.0,3.0,926.0,0.0,2.0,s2324
Rominigue Kouamé,Cádiz,Not Available,0.0,0.0,820.0,0.0,2.0,s2324
Ronald Araújo,Barcelona,Not Available,2.0,1.0,1994.0,0.0,6.0,s2324
Rubén Sobrino,Cádiz,Not Available,1.0,0.0,1648.0,1.0,8.0,s2324
Rubén Alcaraz,Cádiz,Not Available,1.0,3.0,3138.0,0.0,13.0,s2324
Rubén Duarte,Alavés,Not Available,1.0,2.0,1875.0,0.0,7.0,s2324
Rubén García,Osasuna,Not Available,2.0,3.0,1549.0,0.0,1.0,s2324
Rubén Peña,Osasuna,Not Available,2.0,0.0,2105.0,0.0,3.0,s2324
Rui Silva,Real Betis,Not Available,0.0,0.0,2475.0,0.0,4.0,s2324
Samú Costa,Mallorca,Not Available,1.0,1.0,2305.0,0.0,8.0,s2324
Samuel Dias Lino,Atlético de Madrid,Not Available,5.0,4.0,2087.0,0.0,0.0,s2324
Samuel Omorodion,Alavés,Not Available,1.0,9.0,2003.0,0.0,6.0,s2324
Sandro Ramírez,Las Palmas,Not Available,3.0,1.0,1819.0,0.0,3.0,s2324
Santi Comesaña,Villarreal,Not Available,0.0,2.0,1656.0,2.0,6.0,s2324
Saul Coco,Las Palmas,Not Available,0.0,1.0,2293.0,1.0,6.0,s2324
Saúl Ñíguez,Atlético de Madrid,Not Available,5.0,1.0,1363.0,1.0,8.0,s2324
Savio,Girona,Not Available,10.0,9.0,2989.0,0.0,5.0,s2324
Selim Amallah,Valencia CF,Not Available,1.0,0.0,597.0,1.0,3.0,s2324
Sergi Altimira,Real Betis,Not Available,0.0,1.0,566.0,0.0,1.0,s2324
Sergi Canós,Valencia CF,Not Available,2.0,1.0,1234.0,0.0,2.0,s2324
Sergi Cardona,Las Palmas,Not Available,2.0,1.0,2816.0,0.0,10.0,s2324
Sergi Darder,Mallorca,Not Available,5.0,2.0,2154.0,0.0,4.0,s2324
Sergi Guardiola,Cádiz,Not Available,1.0,1.0,475.0,0.0,1.0,s2324
Sergi Roberto,Barcelona,Not Available,2.0,3.0,863.0,0.0,4.0,s2324
Sergio Akieme,Almería,Not Available,0.0,2.0,1676.0,0.0,2.0,s2324
Sergio Arribas,Almería,Not Available,4.0,9.0,2055.0,0.0,1.0,s2324
Sergio Camello,Rayo Vallecano,Not Available,1.0,3.0,1668.0,0.0,3.0,s2324
Sergio Herrera,Osasuna,Not Available,0.0,0.0,2870.0,0.0,2.0,s2324
Sergio Ramos,Sevilla,Not Available,0.0,3.0,2518.0,1.0,7.0,s2324
Sergio Rodelas,Granada CF,Not Available,1.0,0.0,122.0,0.0,0.0,s2324
Sergio Ruiz,Granada CF,Not Available,4.0,0.0,2501.0,0.0,9.0,s2324
Sheraldo Becker,Real Sociedad,Not Available,2.0,2.0,772.0,0.0,1.0,s2324
Shon Weissman,Granada CF,Not Available,0.0,0.0,78.0,0.0,0.0,s2324
Siebe van der Heyden,Mallorca,Not Available,0.0,0.0,284.0,1.0,2.0,s2324
Sokratis Papastathopoulos,Real Betis,Not Available,0.0,0.0,1135.0,0.0,6.0,s2324
Sory Kaba,Las Palmas,Not Available,1.0,1.0,720.0,0.0,2.0,s2324
Srdjan Babic,Almería,Not Available,0.0,0.0,90.0,0.0,0.0,s2324
Stefan Mitrovic,Getafe,Not Available,0.0,1.0,700.0,0.0,3.0,s2324
Stefan Savic,Atlético de Madrid,Not Available,0.0,0.0,1631.0,1.0,5.0,s2324
Stole Dimitrievski,Rayo Vallecano,Not Available,0.0,0.0,3330.0,0.0,2.0,s2324
Suso,Sevilla,Not Available,4.0,1.0,1514.0,1.0,5.0,s2324
Tadeo Allende,Celta de Vigo,Not Available,0.0,1.0,330.0,0.0,1.0,s2324
Takefusa Kubo,Real Sociedad,Not Available,4.0,7.0,2155.0,0.0,2.0,s2324
Tanguy Nianzou,Sevilla,Not Available,0.0,0.0,315.0,0.0,3.0,s2324
Theodor Corbeanu,Granada CF,Not Available,0.0,1.0,196.0,0.0,2.0,s2324
Thibaut Courtois,Real Madrid,Not Available,0.0,0.0,333.0,0.0,0.0,s2324
Thierry Correia,Valencia CF,Not Available,2.0,0.0,2157.0,1.0,4.0,s2324
Thomas Lemar,Atlético de Madrid,Not Available,0.0,0.0,166.0,0.0,0.0,s2324
Toni Kroos,Real Madrid,Not Available,8.0,1.0,2130.0,0.0,3.0,s2324
Toni Lato,Mallorca,Not Available,1.0,0.0,1546.0,0.0,3.0,s2324
Toni Villa,Girona,Not Available,0.0,0.0,11.0,0.0,0.0,s2324
Umar Sadiq,Real Sociedad,Not Available,1.0,3.0,1074.0,0.0,4.0,s2324
Unai García,Osasuna,Not Available,0.0,1.0,559.0,1.0,4.0,s2324
Unai Gómez,Athletic Club,Not Available,0.0,2.0,867.0,0.0,1.0,s2324
Unai López,Rayo Vallecano,Not Available,2.0,1.0,2123.0,0.0,9.0,s2324
Unai Núñez,Celta de Vigo,Not Available,0.0,1.0,2802.0,0.0,4.0,s2324
Unai Simón,Athletic Club,Not Available,0.0,0.0,3184.0,0.0,2.0,s2324
Urko González,Real Sociedad,Not Available,0.0,0.0,154.0,0.0,1.0,s2324
Valery Fernández,Girona,Not Available,0.0,2.0,486.0,0.0,1.0,s2324
Vedat Muriqi,Mallorca,Not Available,2.0,7.0,2329.0,0.0,5.0,s2324
Vicente Guaita,Celta de Vigo,Not Available,0.0,0.0,2402.0,0.0,2.0,s2324
Victor Chust,Cádiz,Not Available,1.0,0.0,1870.0,2.0,3.0,s2324
Víctor Díaz,Granada CF,Not Available,0.0,0.0,161.0,0.0,1.0,s2324
Viktor Tsigankov,Girona,Not Available,7.0,8.0,2067.0,0.0,0.0,s2324
Vinícius Júnior,Real Madrid,Not Available,5.0,15.0,1872.0,0.0,7.0,s2324
Vitor Roque,Barcelona,Not Available,0.0,2.0,319.0,1.0,2.0,s2324
William Carvalho,Real Betis,Not Available,3.0,1.0,669.0,0.0,2.0,s2324
Willian José,Real Betis,Not Available,5.0,10.0,1978.0,1.0,0.0,s2324
Williot Swedberg,Celta de Vigo,Not Available,0.0,5.0,434.0,0.0,1.0,s2324
Wilson Manafa,Granada CF,Not Available,0.0,0.0,241.0,0.0,1.0,s2324
Xeber Alkain,Alavés,Not Available,0.0,0.0,300.0,0.0,1.0,s2324
Yan Couto,Girona,Not Available,8.0,1.0,2245.0,0.0,8.0,s2324
Yangel Herrera,Girona,Not Available,0.0,5.0,2120.0,0.0,9.0,s2324
Yannick Carrasco,Atlético de Madrid,Not Available,1.0,0.0,223.0,0.0,0.0,s2324
Yarek Gasiorowski,Valencia CF,Not Available,0.0,0.0,732.0,0.0,1.0,s2324
Yeray Álvarez,Athletic Club,Not Available,0.0,0.0,1155.0,1.0,1.0,s2324
Yerson Mosquera,Villarreal,Not Available,1.0,2.0,1228.0,0.0,4.0,s2324
Youssef En-Nesyri,Sevilla,Not Available,2.0,16.0,2573.0,0.0,4.0,s2324
Youssouf Sabaly,Real Betis,Not Available,1.0,0.0,1048.0,0.0,2.0,s2324
Yuri Berchiche,Athletic Club,Not Available,1.0,3.0,1931.0,0.0,5.0,s2324
Yéremi Pino,Villarreal,Not Available,0.0,0.0,479.0,0.0,4.0,s2324
Álex Baena,Villarreal,Not Available,14.0,2.0,2599.0,1.0,11.0,s2324
Álex Balde,Barcelona,Not Available,1.0,0.0,1378.0,0.0,1.0,s2324
Álex Centelles,Almería,Not Available,1.0,0.0,979.0,0.0,2.0,s2324
Álex Fernández,Cádiz,Not Available,1.0,0.0,1283.0,0.0,3.0,s2324
Álex Morata,Cádiz,Not Available,0.0,0.0,0.0,0.0,0.0,s2324
Álvaro Fernández,Granada CF,Not Available,0.0,0.0,474.0,0.0,1.0,s2324
Álvaro García,Rayo Vallecano,Not Available,1.0,6.0,2493.0,1.0,6.0,s2324
Álvaro Lemos,Las Palmas,Not Available,0.0,0.0,251.0,0.0,1.0,s2324
Álvaro Morata,Atlético de Madrid,Not Available,3.0,15.0,1909.0,1.0,2.0,s2324
Álvaro Negredo,Cádiz,Not Available,0.0,0.0,48.0,0.0,0.0,s2324
Álvaro Vallés,Las Palmas,Not Available,0.0,0.0,3264.0,1.0,2.0,s2324
Ángel Correa,Atlético de Madrid,Not Available,2.0,9.0,1525.0,0.0,3.0,s2324
Éder Militão,Real Madrid,Not Available,0.0,0.0,497.0,0.0,0.0,s2324
Étienne Capoue,Villarreal,Not Available,1.0,1.0,1444.0,0.0,8.0,s2324
Ørjan Håskjold Nyland,Sevilla,Not Available,0.0,0.0,2160.0,0.0,1.0,s2324
Gorka Guruzeta,Athletic Club,FW,1.0,0.0,90.0,0.0,0.0,s2425
Álex Berenguer,Athletic Club,LW,0.0,0.0,71.0,0.0,0.0,s2425
Nico Williams,Athletic Club,LW,0.0,0.0,19.0,0.0,0.0,s2425
Iñaki Williams,Athletic Club,RW,0.0,0.0,90.0,0.0,0.0,s2425
Oihan Sancet,Athletic Club,AM,0.0,1.0,90.0,0.0,0.0,s2425
Mikel Vesga,Athletic Club,DM,0.0,0.0,56.0,0.0,0.0,s2425
Unai Gómez,Athletic Club,DM,0.0,0.0,34.0,0.0,1.0,s2425
Beñat Prados,Athletic Club,DM,0.0,0.0,56.0,0.0,1.0,s2425
Ander Herrera,Athletic Club,DM,0.0,0.0,34.0,0.0,1.0,s2425
Yuri Berchiche,Athletic Club,LB,0.0,0.0,90.0,0.0,0.0,s2425
Aitor Paredes,Athletic Club,CB,0.0,0.0,80.0,0.0,0.0,s2425
Daniel Vivian,Athletic Club,CB,0.0,0.0,10.0,0.0,0.0,s2425
Yeray Álvarez,Athletic Club,CB,0.0,0.0,90.0,0.0,0.0,s2425
Andoni Gorosabel,Athletic Club,RB,0.0,0.0,80.0,0.0,1.0,s2425
Íñigo Lekue,Athletic Club,RB,0.0,0.0,10.0,0.0,0.0,s2425
Alex Padilla,Athletic Club,GK,0.0,0.0,90.0,0.0,0.0,s2425
Chrisantus Uche,Getafe,FW,0.0,1.0,90.0,0.0,1.0,s2425
Álex Sola,Getafe,LM,0.0,0.0,78.0,0.0,0.0,s2425
Jesús Santiago,Getafe,CM,0.0,0.0,12.0,0.0,0.0,s2425
Mauro Arambarri,Getafe,CM,0.0,0.0,39.0,0.0,0.0,s2425
Carles Aleñá,Getafe,"CM,RM",0.0,0.0,51.0,0.0,0.0,s2425
Luis Milla,Getafe,CM,1.0,0.0,90.0,0.0,0.0,s2425
Carles Pérez,Getafe,RM,0.0,0.0,45.0,0.0,0.0,s2425
Peter Federico,Getafe,"RM,LM",0.0,0.0,45.0,0.0,0.0,s2425
Nabil Aberdin,Getafe,DM,0.0,0.0,90.0,0.0,0.0,s2425
Diego Rico,Getafe,LB,0.0,0.0,90.0,0.0,0.0,s2425
Omar Alderete,Getafe,CB,0.0,0.0,90.0,0.0,0.0,s2425
Djené Dakonam,Getafe,CB,0.0,0.0,90.0,0.0,0.0,s2425
Juan Antonio Iglesias,Getafe,RB,0.0,0.0,90.0,0.0,0.0,s2425
David Soria,Getafe,GK,0.0,0.0,90.0,0.0,0.0,s2425
Aitor Ruibal,Real Betis,FW,0.0,0.0,69.0,0.0,1.0,s2425
Ezequiel Ávila,Real Betis,FW,0.0,0.0,21.0,0.0,0.0,s2425
Juanmi,Real Betis,LW,0.0,0.0,58.0,0.0,0.0,s2425
Abde Ezzalzouli,Real Betis,LW,0.0,0.0,32.0,0.0,0.0,s2425
Pablo Fornals,Real Betis,RW,0.0,0.0,58.0,0.0,0.0,s2425
Rodri,Real Betis,RW,0.0,0.0,32.0,0.0,0.0,s2425
Nabil Fekir,Real Betis,AM,1.0,0.0,90.0,0.0,0.0,s2425
Marc Roca,Real Betis,DM,0.0,0.0,76.0,0.0,0.0,s2425
Sergi Altimira,Real Betis,DM,0.0,0.0,14.0,0.0,0.0,s2425
William Carvalho,Real Betis,DM,0.0,0.0,76.0,0.0,0.0,s2425
Johnny Cardoso,Real Betis,DM,0.0,0.0,14.0,0.0,0.0,s2425
Romain Perraud,Real Betis,LB,0.0,0.0,90.0,0.0,1.0,s2425
Diego Llorente,Real Betis,CB,0.0,0.0,90.0,0.0,0.0,s2425
Marc Bartra,Real Betis,CB,0.0,1.0,90.0,0.0,0.0,s2425
Youssouf Sabaly,Real Betis,RB,0.0,0.0,90.0,0.0,0.0,s2425
Rui Silva,Real Betis,GK,0.0,0.0,90.0,0.0,0.0,s2425
Abel Ruiz,Girona,FW,0.0,0.0,80.0,0.0,0.0,s2425
Ladislav Krejčí,Girona,CB,0.0,0.0,10.0,0.0,0.0,s2425
Cristian Portu,Girona,LW,0.0,0.0,65.0,0.0,0.0,s2425
Iker Almena,Girona,"WB,LW",1.0,0.0,25.0,0.0,0.0,s2425
Bryan Gil,Girona,RW,0.0,0.0,80.0,0.0,0.0,s2425
Cristhian Stuani,Girona,FW,0.0,0.0,10.0,0.0,0.0,s2425
Iván Martín,Girona,"LM,CM",0.0,0.0,90.0,0.0,0.0,s2425
Oriol Romeu,Girona,CM,0.0,0.0,65.0,0.0,0.0,s2425
Jhon Solis,Girona,CM,0.0,0.0,25.0,0.0,0.0,s2425
Yangel Herrera,Girona,RM,0.0,0.0,70.0,0.0,0.0,s2425
Gabriel Osei Misehouy,Girona,"FW,RM",0.0,1.0,20.0,0.0,0.0,s2425
Miguel Gutiérrez,Girona,"LB,WB",0.0,0.0,90.0,0.0,0.0,s2425
Daley Blind,Girona,CB,0.0,0.0,90.0,0.0,0.0,s2425
David López,Girona,CB,0.0,0.0,90.0,0.0,0.0,s2425
Arnau Martinez,Girona,"RB,CM",0.0,0.0,90.0,0.0,0.0,s2425
Paulo Gazzaniga,Girona,GK,0.0,0.0,90.0,0.0,0.0,s2425
Anastasios Douvikas,Celta Vigo,FW,0.0,0.0,77.0,0.0,0.0,s2425
Borja Iglesias,Celta Vigo,FW,0.0,0.0,13.0,0.0,0.0,s2425
Jonathan Bamba,Celta Vigo,AM,0.0,0.0,45.0,0.0,0.0,s2425
Jailson Siqueira,Celta Vigo,AM,0.0,0.0,45.0,0.0,0.0,s2425
Iago Aspas,Celta Vigo,AM,0.0,1.0,90.0,0.0,1.0,s2425
Fran Beltrán,Celta Vigo,CM,0.0,0.0,64.0,0.0,0.0,s2425
Ilaix Moriba,Celta Vigo,CM,0.0,0.0,26.0,0.0,0.0,s2425
Damián Rodríguez,Celta Vigo,CM,0.0,0.0,90.0,0.0,1.0,s2425
Óscar Mingueza,Celta Vigo,WB,0.0,0.0,90.0,0.0,0.0,s2425
Hugo Álvarez,Celta Vigo,WB,1.0,0.0,90.0,0.0,0.0,s2425
Carlos Domínguez,Celta Vigo,CB,0.0,0.0,90.0,0.0,0.0,s2425
Carl Starfelt,Celta Vigo,CB,0.0,0.0,45.0,0.0,0.0,s2425
Williot Swedberg,Celta Vigo,CB,1.0,1.0,45.0,0.0,0.0,s2425
Javier Manquillo,Celta Vigo,CB,0.0,0.0,45.0,0.0,0.0,s2425
Javi Rodríguez,Celta Vigo,WB,0.0,0.0,45.0,0.0,0.0,s2425
Iván Villar,Celta Vigo,GK,0.0,0.0,90.0,0.0,0.0,s2425
Kike García,Alavés,FW,0.0,1.0,79.0,0.0,0.0,s2425
Asier Villalibre,Alavés,FW,0.0,0.0,11.0,0.0,0.0,s2425
Tomás Conechny,Alavés,LW,0.0,0.0,67.0,0.0,1.0,s2425
Luis Rioja,Alavés,LW,0.0,0.0,23.0,0.0,0.0,s2425
Luka Romero,Alavés,RW,0.0,0.0,57.0,0.0,0.0,s2425
Hugo Novoa,Alavés,RW,0.0,0.0,33.0,0.0,0.0,s2425
Jon Guridi,Alavés,AM,0.0,0.0,67.0,0.0,0.0,s2425
Stoichkov,Alavés,AM,0.0,0.0,23.0,0.0,0.0,s2425
Antonio Blanco,Alavés,DM,1.0,0.0,90.0,0.0,0.0,s2425
Ander Guevara,Alavés,DM,0.0,0.0,79.0,0.0,0.0,s2425
Carlos Benavídez,Alavés,DM,0.0,0.0,11.0,0.0,0.0,s2425
Moussa Diarra,Alavés,LB,0.0,0.0,90.0,0.0,0.0,s2425
Nahuel Tenaglia,Alavés,CB,0.0,0.0,90.0,0.0,0.0,s2425
Abdel Abqar,Alavés,CB,0.0,0.0,90.0,0.0,1.0,s2425
Carlos Vicente,Alavés,RB,0.0,0.0,90.0,0.0,0.0,s2425
Antonio Sivera,Alavés,GK,0.0,0.0,90.0,0.0,0.0,s2425
Oliver McBurnie,Las Palmas,FW,0.0,0.0,86.0,0.0,0.0,s2425
Marc Cardona,Las Palmas,FW,0.0,0.0,4.0,0.0,0.0,s2425
Alberto Moleiro,Las Palmas,LW,0.0,0.0,86.0,0.0,0.0,s2425
Aboubacar Bassinga,Las Palmas,AM,0.0,0.0,4.0,0.0,0.0,s2425
Jaime Mata,Las Palmas,RW,0.0,0.0,67.0,0.0,0.0,s2425
Sandro Ramírez,Las Palmas,RW,0.0,1.0,23.0,0.0,0.0,s2425
Javier Muñoz,Las Palmas,"AM,DM",1.0,0.0,90.0,0.0,0.0,s2425
Kirian Rodríguez,Las Palmas,DM,0.0,0.0,90.0,0.0,0.0,s2425
Enzo Loiodice,Las Palmas,DM,0.0,0.0,68.0,0.0,0.0,s2425
Manuel Fuster,Las Palmas,"DM,LW",0.0,0.0,22.0,0.0,0.0,s2425
Álex Muñoz,Las Palmas,LB,0.0,0.0,68.0,0.0,0.0,s2425
Scott McKenna,Las Palmas,"LB,CB",0.0,0.0,22.0,0.0,0.0,s2425
Mika Màrmol,Las Palmas,"CB,LB",0.0,0.0,90.0,0.0,1.0,s2425
Álex Suárez,Las Palmas,CB,0.0,0.0,90.0,0.0,0.0,s2425
Marvin Park,Las Palmas,RB,0.0,0.0,75.0,0.0,0.0,s2425
Viti,Las Palmas,RB,0.0,0.0,15.0,0.0,1.0,s2425
Jasper Cillessen,Las Palmas,GK,0.0,0.0,90.0,0.0,0.0,s2425
Isaac Romero,Sevilla,FW,1.0,0.0,82.0,0.0,0.0,s2425
Peque,Sevilla,FW,0.0,0.0,8.0,0.0,0.0,s2425
Dodi Lukebakio,Sevilla,"LW,RW",0.0,0.0,73.0,0.0,0.0,s2425
Jesús Navas,Sevilla,RW,0.0,0.0,17.0,0.0,0.0,s2425
Lucas Ocampos,Sevilla,"LW,RW",0.0,0.0,90.0,0.0,0.0,s2425
Juanlu Sánchez,Sevilla,AM,0.0,1.0,82.0,0.0,1.0,s2425
Kike Salas,Sevilla,CB,0.0,0.0,8.0,0.0,0.0,s2425
Djibril Sow,Sevilla,"DM,AM",0.0,0.0,90.0,0.0,0.0,s2425
Lucien Agoume,Sevilla,DM,0.0,0.0,90.0,0.0,0.0,s2425
Adrià Pedrosa,Sevilla,LB,0.0,0.0,90.0,0.0,1.0,s2425
Nemanja Gudelj,Sevilla,"CB,DM",0.0,0.0,90.0,0.0,0.0,s2425
Tanguy Nianzou,Sevilla,CB,0.0,0.0,90.0,0.0,0.0,s2425
José Ángel Carmona,Sevilla,RB,0.0,0.0,90.0,0.0,0.0,s2425
Ørjan Nyland,Sevilla,GK,0.0,0.0,90.0,0.0,0.0,s2425
Ante Budimir,Osasuna,FW,0.0,0.0,90.0,0.0,0.0,s2425
Aimar Oroz,Osasuna,LW,0.0,0.0,89.0,0.0,0.0,s2425
Raúl García,Osasuna,LW,0.0,0.0,1.0,0.0,0.0,s2425
Rubén García,Osasuna,RW,0.0,0.0,77.0,0.0,0.0,s2425
Rubén Peña,Osasuna,RW,0.0,0.0,13.0,0.0,0.0,s2425
Moi Gómez,Osasuna,LM,0.0,0.0,59.0,0.0,0.0,s2425
Bryan Zaragoza,Osasuna,LM,0.0,0.0,31.0,0.0,0.0,s2425
Lucas Torró,Osasuna,CM,0.0,0.0,90.0,0.0,0.0,s2425
Iker Muñoz,Osasuna,RM,0.0,0.0,45.0,0.0,0.0,s2425
Jon Moncayola,Osasuna,RM,0.0,0.0,45.0,0.0,1.0,s2425
Abel,Osasuna,LB,0.0,0.0,59.0,0.0,0.0,s2425
Juan Cruz Armada,Osasuna,LB,0.0,0.0,31.0,0.0,1.0,s2425
Jorge Herrando,Osasuna,CB,0.0,0.0,90.0,0.0,1.0,s2425
Alejandro Catena,Osasuna,CB,0.0,0.0,90.0,0.0,0.0,s2425
Jesús Areso,Osasuna,RB,0.0,0.0,90.0,0.0,0.0,s2425
Sergio Herrera,Osasuna,GK,0.0,0.0,90.0,0.0,0.0,s2425
Miguel,Leganés,FW,0.0,0.0,87.0,0.0,0.0,s2425
Diego,Leganés,FW,0.0,0.0,3.0,0.0,0.0,s2425
Enric Franquesa,Leganés,LW,0.0,0.0,90.0,0.0,0.0,s2425
Juan Cruz,Leganés,RW,0.0,1.0,62.0,0.0,0.0,s2425
Dani Raba,Leganés,RW,0.0,0.0,28.0,0.0,0.0,s2425
Seydouba Cissé,Leganés,AM,0.0,0.0,73.0,0.0,0.0,s2425
Julián Chicco,Leganés,AM,0.0,0.0,17.0,0.0,0.0,s2425
Yvan Neyou,Leganés,DM,0.0,0.0,90.0,0.0,0.0,s2425
Darko Brašanac,Leganés,DM,0.0,0.0,87.0,0.0,0.0,s2425
Renato Tapia,Leganés,DM,0.0,0.0,3.0,0.0,0.0,s2425
Javi Hernández,Leganés,LB,1.0,0.0,90.0,0.0,0.0,s2425
Sergi,Leganés,CB,0.0,0.0,90.0,0.0,0.0,s2425
Aritz Arambarri,Leganés,CB,0.0,0.0,87.0,0.0,0.0,s2425
Roberto López,Leganés,CB,0.0,0.0,3.0,0.0,0.0,s2425
Valentin Rosier,Leganés,RB,0.0,0.0,90.0,0.0,1.0,s2425
Juan Soriano,Leganés,GK,0.0,0.0,90.0,0.0,1.0,s2425
Hugo Duro,Valencia,FW,0.0,1.0,90.0,0.0,0.0,s2425
Domingos André Ribeiro Almeida,Valencia,FW,0.0,0.0,65.0,0.0,0.0,s2425
Dani Gómez,Valencia,FW,0.0,0.0,25.0,0.0,0.0,s2425
Diego López,Valencia,LM,1.0,0.0,65.0,0.0,0.0,s2425
Dimitri Foulquier,Valencia,LM,0.0,0.0,25.0,0.0,0.0,s2425
Javier Guerra,Valencia,CM,0.0,0.0,85.0,0.0,0.0,s2425
Hugo Guillamón,Valencia,CM,0.0,0.0,5.0,0.0,0.0,s2425
José Luis García Vayá,Valencia,CM,0.0,0.0,90.0,0.0,1.0,s2425
Rafa Mir,Valencia,RM,0.0,0.0,76.0,0.0,0.0,s2425
David Otorbi,Valencia,LM,0.0,0.0,14.0,0.0,0.0,s2425
Jesús Vázquez,Valencia,LB,0.0,0.0,76.0,0.0,1.0,s2425
Martín Tejón,Valencia,LB,0.0,0.0,14.0,0.0,0.0,s2425
Yarek Gasiorowski,Valencia,CB,0.0,0.0,90.0,0.0,0.0,s2425
Cristhian Mosquera,Valencia,CB,0.0,0.0,90.0,0.0,0.0,s2425
Thierry Correia,Valencia,RB,0.0,0.0,90.0,0.0,0.0,s2425
Giorgi Mamardashvili,Valencia,GK,0.0,0.0,90.0,0.0,0.0,s2425
Robert Lewandowski,Barcelona,FW,0.0,2.0,90.0,0.0,0.0,s2425
Ferrán Torres,Barcelona,LW,0.0,0.0,63.0,0.0,0.0,s2425
Pedri,Barcelona,"LM,AM",0.0,0.0,27.0,0.0,0.0,s2425
Lamine Yamal,Barcelona,RW,1.0,0.0,85.0,0.0,0.0,s2425
Pau Victor Delgado,Barcelona,LW,0.0,0.0,5.0,0.0,0.0,s2425
Raphinha,Barcelona,"AM,LW,RW",0.0,0.0,90.0,0.0,0.0,s2425
Marc Casado,Barcelona,"DM,RM",0.0,0.0,90.0,0.0,0.0,s2425
Marc Bernal,Barcelona,DM,0.0,0.0,70.0,0.0,0.0,s2425
Eric García,Barcelona,CM,0.0,0.0,20.0,0.0,0.0,s2425
Alejandro Balde,Barcelona,LB,0.0,0.0,63.0,0.0,0.0,s2425
Gerard Martín,Barcelona,LB,0.0,0.0,27.0,0.0,0.0,s2425
Íñigo Martínez,Barcelona,CB,0.0,0.0,90.0,0.0,0.0,s2425
Pau Cubarsí,Barcelona,CB,0.0,0.0,63.0,0.0,1.0,s2425
Andreas Christensen,Barcelona,CB,0.0,0.0,27.0,0.0,1.0,s2425
Jules Koundé,Barcelona,RB,0.0,0.0,90.0,0.0,1.0,s2425
Marc-André ter Stegen,Barcelona,GK,0.0,0.0,90.0,0.0,0.0,s2425
Mikel Oyarzabal,Real Sociedad,FW,0.0,0.0,82.0,0.0,0.0,s2425
Luka Sučić,Real Sociedad,FW,0.0,0.0,8.0,0.0,0.0,s2425
Sheraldo Becker,Real Sociedad,LW,0.0,0.0,90.0,0.0,0.0,s2425
Takefusa Kubo,Real Sociedad,RW,0.0,0.0,67.0,0.0,0.0,s2425
Sergio Gómez,Real Sociedad,RW,0.0,0.0,23.0,0.0,0.0,s2425
Beñat Turrientes,Real Sociedad,LM,0.0,0.0,67.0,0.0,0.0,s2425
Ander Barrenetxea,Real Sociedad,LM,0.0,0.0,23.0,0.0,0.0,s2425
Urko González,Real Sociedad,CM,0.0,0.0,45.0,0.0,1.0,s2425
Martín Zubimendi,Real Sociedad,CM,0.0,1.0,45.0,0.0,0.0,s2425
Brais Méndez,Real Sociedad,RM,0.0,0.0,90.0,0.0,0.0,s2425
Javi López,Real Sociedad,LB,0.0,0.0,90.0,0.0,0.0,s2425
Jon Pacheco,Real Sociedad,CB,0.0,0.0,90.0,0.0,0.0,s2425
Aritz Elustondo,Real Sociedad,CB,0.0,0.0,90.0,0.0,0.0,s2425
Hamari Traoré,Real Sociedad,RB,0.0,0.0,74.0,0.0,0.0,s2425
Jon Aramburu,Real Sociedad,RB,0.0,0.0,16.0,0.0,1.0,s2425
Álex Remiro,Real Sociedad,GK,0.0,0.0,90.0,0.0,0.0,s2425
Isaac Palazón Camacho,Rayo Vallecano,"FW,RW",0.0,0.0,90.0,0.0,0.0,s2425
Randy Nteka,Rayo Vallecano,FW,0.0,0.0,62.0,0.0,1.0,s2425
Sergio Camello,Rayo Vallecano,FW,0.0,1.0,28.0,0.0,0.0,s2425
Adri Embarba,Rayo Vallecano,LM,0.0,0.0,74.0,0.0,1.0,s2425
Pep Chavarría,Rayo Vallecano,LW,0.0,0.0,16.0,0.0,0.0,s2425
Óscar Valentín,Rayo Vallecano,CM,0.0,0.0,90.0,0.0,0.0,s2425
